Player,G,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,FPTS
"Roberts, Brian",12,1,0,1,0,0,0,6,2,0.333,1,1,1,28-Oct-15,21500008,CHA @ MIA,13,0,1,4,5,203148,1,22015,0,0,1,L,5
"Jefferson, Al",0,0,0,4,0,0,0,4,1,0.25,2,1,0.5,28-Dec-15,21500458,CHA vs. LAL,15,0,1,0,3,2744,4,22015,0,2,1,W,7
"Jefferson, Al",1,0,2,3,0,0,0,8,1,0.125,2,0,0,26-Dec-15,21500443,CHA vs. MEM,18,1,6,-16,2,2744,4,22015,1,0,1,W,13
"Jefferson, Al",2,0,0,1,0,0,0,1,0,0,2,1,0.5,29-Nov-15,21500246,CHA vs. MIL,7,0,1,-8,1,2744,1,22015,0,0,1,W,2
"Jefferson, Al",3,1,1,5,0,0,0,12,5,0.417,2,1,0.5,27-Nov-15,21500227,CHA vs. CLE,31,1,1,0,11,2744,6,22015,1,0,1,L,24
"Jefferson, Al",4,1,0,8,0,0,0,13,6,0.462,2,2,1,25-Nov-15,21500215,CHA vs. WAS,30,3,2,11,14,2744,11,22015,1,0,1,W,32
"Jefferson, Al",5,3,1,3,0,0,0,10,4,0.4,4,2,0.5,23-Nov-15,21500202,CHA vs. SAC,23,0,1,-8,10,2744,3,22015,1,3,1,W,20
"Jefferson, Al",6,2,5,9,0,0,0,19,11,0.579,5,4,0.8,20-Nov-15,21500178,CHA vs. PHI,31,1,5,18,26,2744,10,22015,1,1,1,W,54
"Jefferson, Al",7,2,2,7,0,0,0,16,7,0.438,7,4,0.571,18-Nov-15,21500165,CHA vs. BKN,30,1,4,-7,18,2744,8,22015,0,1,1,W,34
"Jefferson, Al",8,2,1,5,0,0,0,12,5,0.417,2,0,0,17-Nov-15,21500162,CHA @ NYK,26,0,1,-15,10,2744,5,22015,3,0,1,L,27
"Jefferson, Al",9,3,1,3,0,0,0,17,13,0.765,4,3,0.75,15-Nov-15,21500147,CHA vs. POR,30,2,4,10,29,2744,5,22015,1,2,1,W,42
"Jefferson, Al",10,5,0,5,0,0,0,9,3,0.333,0,0,0,13-Nov-15,21500132,CHA @ CHI,31,0,4,10,6,2744,5,22015,1,0,1,L,21
"Jefferson, Al",11,2,0,3,0,0,0,10,2,0.2,0,0,0,11-Nov-15,21500113,CHA vs. NYK,23,2,1,-10,4,2744,5,22015,0,0,1,W,13
"Jefferson, Al",12,2,1,4,0,0,0,9,3,0.333,4,3,0.75,10-Nov-15,21500111,CHA @ MIN,26,0,2,-14,9,2744,4,22015,0,2,1,W,18
"Jefferson, Al",13,1,0,6,0,0,0,11,6,0.545,2,1,0.5,7-Nov-15,21500090,CHA @ SAS,30,1,4,4,13,2744,7,22015,0,0,1,L,23
"Jefferson, Al",14,1,1,6,0,0,0,18,15,0.833,1,1,1,5-Nov-15,21500072,CHA @ DAL,27,3,3,10,31,2744,9,22015,0,2,1,W,44
"Jefferson, Al",15,2,1,1,0,0,0,12,7,0.583,0,0,0,3-Nov-15,21500053,CHA vs. CHI,21,2,3,3,14,2744,3,22015,2,0,1,W,26
"Jefferson, Al",16,2,2,10,0,0,0,12,5,0.417,0,0,0,1-Nov-15,21500039,CHA vs. ATL,29,0,1,2,10,2744,10,22015,0,0,1,L,31
"Jefferson, Al",17,0,2,7,0,0,0,15,5,0.333,0,0,0,30-Oct-15,21500026,CHA @ ATL,30,4,1,7,10,2744,11,22015,1,0,1,L,31
"Jefferson, Al",18,1,0,3,0,0,0,14,8,0.571,3,1,0.333,28-Oct-15,21500008,CHA @ MIA,22,2,1,-8,17,2744,5,22015,1,1,1,L,17
"Daniels, Troy",0,0,0,0,2,1,0.5,2,1,0.5,0,0,0,21-Dec-15,21500415,CHA @ HOU,2,0,0,1,3,203584,0,22015,0,1,1,L,3
"Daniels, Troy",1,1,0,0,1,0,0,2,0,0,0,0,0,17-Dec-15,21500383,CHA vs. TOR,12,0,1,-4,0,203584,0,22015,0,1,1,W,1
"Daniels, Troy",2,0,0,1,3,3,1,4,3,0.75,0,0,0,16-Dec-15,21500372,CHA @ ORL,7,0,1,5,9,203584,1,22015,0,0,1,L,11
"Daniels, Troy",3,0,0,0,1,1,1,2,1,0.5,0,0,0,11-Dec-15,21500338,CHA @ MEM,4,0,0,-1,3,203584,0,22015,0,1,1,W,3
"Daniels, Troy",4,1,0,0,3,1,0.333,4,2,0.5,0,0,0,9-Dec-15,21500320,CHA vs. MIA,9,0,1,-12,5,203584,0,22015,1,0,1,W,9
"Daniels, Troy",5,0,0,0,0,0,0,0,0,0,0,0,0,7-Dec-15,21500304,CHA vs. DET,4,0,1,-2,0,203584,0,22015,0,0,1,W,0
"Daniels, Troy",6,0,0,1,3,1,0.333,5,1,0.2,2,2,1,2-Dec-15,21500268,CHA vs. GSW,8,0,0,9,5,203584,1,22015,1,0,1,L,8
"Daniels, Troy",7,0,0,0,0,0,0,0,0,0,0,0,0,20-Nov-15,21500178,CHA vs. PHI,2,0,0,7,0,203584,0,22015,0,0,1,W,0
"Daniels, Troy",8,0,0,0,1,1,1,1,1,1,2,1,0.5,13-Nov-15,21500132,CHA @ CHI,2,0,0,1,4,203584,0,22015,0,0,1,L,4
"Daniels, Troy",9,1,0,0,0,0,0,0,0,0,0,0,0,7-Nov-15,21500090,CHA @ SAS,4,0,0,4,0,203584,0,22015,0,0,1,L,1
"Daniels, Troy",10,0,0,2,1,0,0,2,0,0,0,0,0,5-Nov-15,21500072,CHA @ DAL,3,0,0,-4,0,203584,2,22015,0,0,1,W,2
"Daniels, Troy",11,0,0,1,2,1,0.5,3,1,0.333,0,0,0,3-Nov-15,21500053,CHA vs. CHI,6,0,1,-5,3,203584,1,22015,0,1,1,W,3
"Zeller, Cody",0,2,0,7,0,0,0,10,8,0.8,2,0,0,28-Dec-15,21500458,CHA vs. LAL,33,1,2,10,16,203469,8,22015,0,1,1,W,28
"Zeller, Cody",1,0,2,4,0,0,0,6,3,0.5,2,2,1,26-Dec-15,21500443,CHA vs. MEM,28,2,3,26,8,203469,6,22015,2,1,1,W,23
"Zeller, Cody",2,2,1,6,0,0,0,7,3,0.429,2,1,0.5,23-Dec-15,21500423,CHA vs. BOS,34,4,2,-16,7,203469,10,22015,2,1,1,L,28
"Zeller, Cody",3,0,0,5,0,0,0,9,5,0.556,0,0,0,21-Dec-15,21500415,CHA @ HOU,26,2,6,-3,10,203469,7,22015,2,1,1,L,22
"Zeller, Cody",4,0,1,3,0,0,0,9,5,0.556,2,1,0.5,19-Dec-15,21500399,CHA @ WAS,26,4,3,-6,11,203469,7,22015,1,1,1,L,23
"Zeller, Cody",5,3,0,5,0,0,0,6,2,0.333,2,1,0.5,17-Dec-15,21500383,CHA vs. TOR,21,1,6,-6,5,203469,6,22015,0,1,1,W,16
"Zeller, Cody",6,2,0,2,0,0,0,3,3,1,5,5,1,16-Dec-15,21500372,CHA @ ORL,23,0,2,-1,11,203469,2,22015,3,0,1,L,22
"Zeller, Cody",7,1,0,4,0,0,0,9,6,0.667,0,0,0,12-Dec-15,21500345,CHA vs. BOS,27,1,3,-24,12,203469,5,22015,0,1,1,L,19
"Zeller, Cody",8,3,0,2,0,0,0,5,1,0.2,0,0,0,11-Dec-15,21500338,CHA @ MEM,22,0,5,9,2,203469,2,22015,3,1,1,W,14
"Zeller, Cody",9,2,1,1,0,0,0,8,4,0.5,2,1,0.5,9-Dec-15,21500320,CHA vs. MIA,24,1,3,14,9,203469,2,22015,0,0,1,W,16
"Zeller, Cody",10,1,2,2,0,0,0,9,5,0.556,13,10,0.769,7-Dec-15,21500304,CHA vs. DET,28,4,3,20,20,203469,6,22015,0,3,1,W,31
"Zeller, Cody",11,2,1,6,1,0,0,10,6,0.6,7,5,0.714,5-Dec-15,21500292,CHA @ CHI,32,2,4,9,17,203469,8,22015,1,0,1,W,34
"Zeller, Cody",12,0,0,2,0,0,0,6,2,0.333,2,2,1,2-Dec-15,21500268,CHA vs. GSW,17,1,1,-14,6,203469,3,22015,0,1,1,L,9
"Zeller, Cody",13,1,0,0,1,0,0,3,1,0.333,0,0,0,29-Nov-15,21500246,CHA vs. MIL,16,1,4,6,2,203469,1,22015,0,0,1,W,4
"Zeller, Cody",14,1,1,2,0,0,0,2,1,0.5,6,5,0.833,27-Nov-15,21500227,CHA vs. CLE,15,0,4,-7,7,203469,2,22015,1,1,1,L,14
"Zeller, Cody",15,0,0,8,2,0,0,7,5,0.714,1,1,1,25-Nov-15,21500215,CHA vs. WAS,22,0,3,11,11,203469,8,22015,0,2,1,W,20
"Zeller, Cody",16,0,0,5,0,0,0,8,4,0.5,4,4,1,23-Nov-15,21500202,CHA vs. SAC,28,1,4,16,12,203469,6,22015,1,1,1,W,21
"Zeller, Cody",17,0,1,5,0,0,0,1,0,0,0,0,0,18-Nov-15,21500165,CHA vs. BKN,14,0,3,-6,0,203469,5,22015,0,0,1,W,8
"Zeller, Cody",18,1,1,3,0,0,0,5,3,0.6,1,0,0,17-Nov-15,21500162,CHA @ NYK,18,2,3,-7,6,203469,5,22015,0,2,1,L,14
"Zeller, Cody",19,2,2,3,2,0,0,4,0,0,2,1,0.5,15-Nov-15,21500147,CHA vs. POR,21,3,1,7,1,203469,6,22015,0,1,1,W,15
"Zeller, Cody",20,3,1,2,0,0,0,6,2,0.333,15,8,0.533,11-Nov-15,21500113,CHA vs. NYK,25,2,1,-3,12,203469,4,22015,0,0,1,W,23
"Zeller, Cody",21,1,0,3,0,0,0,8,5,0.625,6,4,0.667,10-Nov-15,21500111,CHA @ MIN,24,3,4,23,14,203469,6,22015,2,1,1,W,26
"Zeller, Cody",22,1,0,3,1,0,0,4,0,0,4,2,0.5,7-Nov-15,21500090,CHA @ SAS,24,2,2,-38,2,203469,5,22015,1,1,1,L,11
"Zeller, Cody",23,0,1,3,0,0,0,6,4,0.667,4,3,0.75,5-Nov-15,21500072,CHA @ DAL,19,0,3,12,11,203469,3,22015,2,0,1,W,20
"Zeller, Cody",24,1,0,3,1,0,0,5,2,0.4,2,2,1,3-Nov-15,21500053,CHA vs. CHI,16,2,0,18,6,203469,5,22015,1,1,1,W,15
"Zeller, Cody",25,0,1,3,0,0,0,6,3,0.5,0,0,0,1-Nov-15,21500039,CHA vs. ATL,23,2,0,-15,6,203469,5,22015,1,1,1,L,15
"Zeller, Cody",26,0,0,1,1,0,0,5,2,0.4,1,1,1,30-Oct-15,21500026,CHA @ ATL,17,1,3,-27,5,203469,2,22015,1,0,1,L,9
"Zeller, Cody",27,0,0,8,0,0,0,4,2,0.5,4,3,0.75,28-Oct-15,21500008,CHA @ MIA,30,4,2,-7,7,203469,12,22015,1,1,1,L,7
"Kaminsky, Frank",0,1,2,3,1,0,0,4,1,0.25,4,4,1,28-Dec-15,21500458,CHA vs. LAL,20,1,2,-1,6,1626163,4,22015,0,0,1,W,16
"Kaminsky, Frank",1,0,2,2,4,1,0.25,8,2,0.25,6,5,0.833,26-Dec-15,21500443,CHA vs. MEM,26,0,3,7,10,1626163,2,22015,2,2,1,W,20
"Kaminsky, Frank",2,2,1,5,7,2,0.286,20,9,0.45,6,3,0.5,23-Dec-15,21500423,CHA vs. BOS,31,2,3,0,23,1626163,7,22015,0,1,1,L,37
"Kaminsky, Frank",3,0,1,5,5,2,0.4,8,4,0.5,3,2,0.667,21-Dec-15,21500415,CHA @ HOU,23,0,0,-1,12,1626163,5,22015,0,0,1,L,21
"Kaminsky, Frank",4,1,1,3,3,1,0.333,4,2,0.5,2,1,0.5,19-Dec-15,21500399,CHA @ WAS,19,2,2,-3,6,1626163,5,22015,0,0,1,L,16
"Kaminsky, Frank",5,1,3,6,4,0,0,6,1,0.167,6,4,0.667,17-Dec-15,21500383,CHA vs. TOR,27,0,1,0,6,1626163,6,22015,0,1,1,W,20
"Kaminsky, Frank",6,0,0,4,4,1,0.25,8,4,0.5,0,0,0,16-Dec-15,21500372,CHA @ ORL,26,1,2,-9,9,1626163,5,22015,2,2,1,L,18
"Kaminsky, Frank",7,2,1,6,1,1,1,1,1,1,0,0,0,12-Dec-15,21500345,CHA vs. BOS,23,0,0,14,3,1626163,6,22015,0,1,1,L,15
"Kaminsky, Frank",8,3,0,5,2,1,0.5,6,4,0.667,6,6,1,11-Dec-15,21500338,CHA @ MEM,27,1,3,15,15,1626163,6,22015,0,0,1,W,27
"Kaminsky, Frank",9,6,0,7,2,0,0,6,2,0.333,2,1,0.5,9-Dec-15,21500320,CHA vs. MIA,29,0,3,6,5,1626163,7,22015,1,1,1,W,24
"Kaminsky, Frank",10,1,1,4,2,1,0.5,5,3,0.6,0,0,0,7-Dec-15,21500304,CHA vs. DET,31,0,4,12,7,1626163,4,22015,0,2,1,W,15
"Kaminsky, Frank",11,0,0,3,3,0,0,6,1,0.167,0,0,0,5-Dec-15,21500292,CHA @ CHI,11,0,1,-8,2,1626163,3,22015,0,0,1,W,5
"Kaminsky, Frank",12,1,1,0,3,3,1,8,5,0.625,5,3,0.6,2-Dec-15,21500268,CHA vs. GSW,27,1,4,-7,16,1626163,1,22015,0,0,1,L,22
"Kaminsky, Frank",13,2,1,4,2,0,0,8,2,0.25,0,0,0,29-Nov-15,21500246,CHA vs. MIL,17,0,1,19,4,1626163,4,22015,1,0,1,W,16
"Kaminsky, Frank",14,1,0,1,1,0,0,4,1,0.25,2,1,0.5,27-Nov-15,21500227,CHA vs. CLE,19,1,3,-9,3,1626163,2,22015,0,1,1,L,6
"Kaminsky, Frank",15,0,0,1,1,0,0,4,1,0.25,0,0,0,25-Nov-15,21500215,CHA vs. WAS,17,1,1,-6,2,1626163,2,22015,0,1,1,W,4
"Kaminsky, Frank",16,0,0,3,4,1,0.25,8,4,0.5,0,0,0,23-Nov-15,21500202,CHA vs. SAC,21,2,0,23,9,1626163,5,22015,0,0,1,W,15
"Kaminsky, Frank",17,3,2,3,1,1,1,4,4,1,0,0,0,20-Nov-15,21500178,CHA vs. PHI,19,0,3,7,9,1626163,3,22015,0,0,1,W,21
"Kaminsky, Frank",18,1,1,2,2,1,0.5,6,4,0.667,2,2,1,18-Nov-15,21500165,CHA vs. BKN,23,1,0,5,11,1626163,3,22015,1,3,1,W,19
"Kaminsky, Frank",19,1,2,4,1,0,0,5,1,0.2,0,0,0,17-Nov-15,21500162,CHA @ NYK,24,1,2,3,2,1626163,5,22015,0,0,1,L,13
"Kaminsky, Frank",20,1,1,2,3,1,0.333,9,2,0.222,0,0,0,13-Nov-15,21500132,CHA @ CHI,20,1,3,-5,5,1626163,3,22015,0,0,1,L,12
"Kaminsky, Frank",21,1,0,2,1,0,0,2,1,0.5,0,0,0,11-Nov-15,21500113,CHA vs. NYK,10,0,0,14,2,1626163,2,22015,3,0,1,W,12
"Kaminsky, Frank",22,0,0,0,0,0,0,0,0,0,0,0,0,10-Nov-15,21500111,CHA @ MIN,3,0,0,-5,0,1626163,0,22015,0,1,1,W,0
"Kaminsky, Frank",23,2,0,0,1,1,1,3,2,0.667,4,3,0.75,7-Nov-15,21500090,CHA @ SAS,9,0,1,9,8,1626163,0,22015,0,0,1,L,11
"Kaminsky, Frank",24,0,0,0,0,0,0,0,0,0,0,0,0,5-Nov-15,21500072,CHA @ DAL,5,0,1,-4,0,1626163,0,22015,0,0,1,W,0
"Kaminsky, Frank",25,3,0,2,2,2,1,6,2,0.333,0,0,0,3-Nov-15,21500053,CHA vs. CHI,21,1,0,-2,6,1626163,3,22015,1,0,1,W,17
"Kaminsky, Frank",26,0,0,0,1,1,1,1,1,1,0,0,0,1-Nov-15,21500039,CHA vs. ATL,6,0,0,2,3,1626163,0,22015,0,0,1,L,3
"Kaminsky, Frank",27,1,0,3,2,1,0.5,5,2,0.4,0,0,0,30-Oct-15,21500026,CHA @ ATL,14,0,1,8,5,1626163,3,22015,0,0,1,L,10
"Kaminsky, Frank",28,0,0,1,1,0,0,2,0,0,0,0,0,28-Oct-15,21500008,CHA @ MIA,6,0,0,-4,0,1626163,1,22015,0,0,1,L,0
"Hansbrough, Tyler",0,1,0,1,0,0,0,0,0,0,0,0,0,26-Dec-15,21500443,CHA vs. MEM,4,0,3,-5,0,201946,1,22015,0,1,1,W,2
"Hansbrough, Tyler",1,0,0,2,0,0,0,0,0,0,0,0,0,23-Dec-15,21500423,CHA vs. BOS,8,1,1,7,0,201946,3,22015,0,0,1,L,3
"Hansbrough, Tyler",2,0,0,1,0,0,0,1,0,0,0,0,0,19-Dec-15,21500399,CHA @ WAS,4,0,1,-8,0,201946,1,22015,0,2,1,L,0
"Hansbrough, Tyler",3,0,0,1,0,0,0,1,0,0,0,0,0,17-Dec-15,21500383,CHA vs. TOR,8,1,0,4,0,201946,2,22015,0,0,1,W,2
"Hansbrough, Tyler",4,0,0,2,0,0,0,2,0,0,0,0,0,16-Dec-15,21500372,CHA @ ORL,11,1,2,3,0,201946,3,22015,0,0,1,L,3
"Hansbrough, Tyler",5,1,1,2,1,1,1,2,1,0.5,2,1,0.5,11-Dec-15,21500338,CHA @ MEM,6,0,1,-2,4,201946,2,22015,0,0,1,W,10
"Hansbrough, Tyler",6,0,0,0,0,0,0,4,2,0.5,0,0,0,9-Dec-15,21500320,CHA vs. MIA,10,1,3,-8,4,201946,1,22015,0,1,1,W,4
"Hansbrough, Tyler",7,0,0,2,0,0,0,1,1,1,4,1,0.25,7-Dec-15,21500304,CHA vs. DET,4,0,0,-2,3,201946,2,22015,0,0,1,W,5
"Hansbrough, Tyler",8,0,0,0,0,0,0,1,1,1,0,0,0,5-Dec-15,21500292,CHA @ CHI,3,0,0,2,2,201946,0,22015,0,0,1,W,2
"Hansbrough, Tyler",9,1,1,2,0,0,0,3,3,1,4,2,0.5,2-Dec-15,21500268,CHA vs. GSW,11,1,0,5,8,201946,3,22015,2,1,1,L,18
"Hansbrough, Tyler",10,1,2,1,0,0,0,1,1,1,0,0,0,29-Nov-15,21500246,CHA vs. MIL,9,1,3,3,2,201946,2,22015,0,0,1,W,10
"Hansbrough, Tyler",11,1,0,1,1,1,1,3,2,0.667,0,0,0,20-Nov-15,21500178,CHA vs. PHI,2,0,0,9,5,201946,1,22015,1,0,1,W,10
"Hansbrough, Tyler",12,0,0,0,0,0,0,0,0,0,0,0,0,7-Nov-15,21500090,CHA @ SAS,4,0,0,4,0,201946,0,22015,0,0,1,L,0
"Hansbrough, Tyler",13,0,0,0,0,0,0,1,0,0,0,0,0,5-Nov-15,21500072,CHA @ DAL,3,0,1,-4,0,201946,0,22015,0,0,1,W,0
"Hansbrough, Tyler",14,0,0,0,0,0,0,4,1,0.25,4,4,1,3-Nov-15,21500053,CHA vs. CHI,7,3,1,-2,6,201946,3,22015,0,1,1,W,6
"Bradley, Avery",0,2,1,1,1,0,0,7,3,0.429,0,0,0,27-Dec-15,21500454,BOS vs. NYK,31,0,1,4,6,202340,1,22015,1,0,1,W,14
"Bradley, Avery",1,1,0,3,10,3,0.3,14,6,0.429,3,3,1,26-Dec-15,21500446,BOS @ DET,31,1,2,14,18,202340,4,22015,3,0,1,W,32
"Bradley, Avery",2,0,0,2,5,2,0.4,14,7,0.5,2,2,1,23-Dec-15,21500423,BOS @ CHA,36,0,1,14,18,202340,2,22015,1,1,1,W,23
"Bradley, Avery",3,1,1,2,6,2,0.333,14,5,0.357,1,1,1,21-Dec-15,21500411,BOS vs. MIN,30,1,0,20,13,202340,3,22015,1,2,1,W,22
"Bradley, Avery",4,1,0,0,3,0,0,8,2,0.25,1,0,0,18-Dec-15,21500389,BOS vs. ATL,35,1,2,-11,4,202340,1,22015,1,2,1,L,7
"Bradley, Avery",5,1,0,2,4,1,0.25,8,2,0.25,0,0,0,16-Dec-15,21500374,BOS @ DET,38,0,3,-4,5,202340,2,22015,1,1,1,L,11
"Bradley, Avery",6,2,2,3,10,3,0.3,12,5,0.417,4,4,1,15-Dec-15,21500367,BOS vs. CLE,34,0,1,-13,17,202340,3,22015,3,2,1,L,34
"Bradley, Avery",7,3,0,3,6,4,0.667,17,9,0.529,1,1,1,12-Dec-15,21500345,BOS @ CHA,35,0,2,13,23,202340,3,22015,0,0,1,W,33
"Bradley, Avery",8,1,0,0,9,3,0.333,19,8,0.421,0,0,0,11-Dec-15,21500336,BOS vs. GSW,34,0,6,2,19,202340,0,22015,1,0,1,L,24
"Bradley, Avery",9,3,0,1,6,0,0,15,5,0.333,0,0,0,9-Dec-15,21500319,BOS vs. CHI,39,1,2,-1,10,202340,2,22015,1,3,1,W,17
"Bradley, Avery",10,4,0,3,5,3,0.6,8,3,0.375,2,2,1,7-Dec-15,21500312,BOS @ NOP,29,0,2,18,11,202340,3,22015,1,1,1,W,23
"Bradley, Avery",11,1,0,1,6,4,0.667,14,7,0.5,0,0,0,5-Dec-15,21500296,BOS @ SAS,37,1,1,4,18,202340,2,22015,2,2,1,L,27
"Bradley, Avery",12,1,0,3,7,4,0.571,15,7,0.467,2,2,1,3-Dec-15,21500282,BOS @ SAC,29,0,5,7,20,202340,3,22015,3,3,1,W,31
"Bradley, Avery",13,3,1,2,6,3,0.5,15,9,0.6,4,4,1,30-Nov-15,21500255,BOS @ MIA,39,0,1,18,25,202340,2,22015,3,2,1,W,40
"Bradley, Avery",14,1,1,0,7,2,0.286,15,7,0.467,2,1,0.5,29-Nov-15,21500249,BOS @ ORL,32,0,2,-20,17,202340,0,22015,0,3,1,L,20
"Bradley, Avery",15,3,0,1,5,2,0.4,12,6,0.5,2,2,1,27-Nov-15,21500229,BOS vs. WAS,31,1,3,22,16,202340,2,22015,3,2,1,W,29
"Bradley, Avery",16,1,0,1,7,2,0.286,15,4,0.267,0,0,0,25-Nov-15,21500217,BOS vs. PHI,37,0,2,17,10,202340,1,22015,2,1,1,W,17
"Bradley, Avery",17,2,1,1,8,4,0.5,17,10,0.588,2,1,0.5,24-Nov-15,21500210,BOS @ ATL,30,0,2,-19,25,202340,1,22015,3,2,1,L,38
"Bradley, Avery",18,1,1,3,14,7,0.5,20,9,0.45,2,2,1,22-Nov-15,21500197,BOS @ BKN,40,1,3,-2,27,202340,4,22015,2,2,1,L,42
"Bradley, Avery",19,0,0,3,1,1,1,13,10,0.769,0,0,0,20-Nov-15,21500179,BOS vs. BKN,25,0,0,18,21,202340,3,22015,2,0,1,W,29
"Bradley, Avery",20,3,0,4,7,3,0.429,17,7,0.412,2,1,0.5,18-Nov-15,21500168,BOS vs. DAL,31,2,6,4,18,202340,6,22015,4,2,1,L,38
"Bradley, Avery",21,2,0,1,7,4,0.571,14,8,0.571,2,1,0.5,16-Nov-15,21500154,BOS @ HOU,20,0,1,18,21,202340,1,22015,1,2,1,W,28
"Bradley, Avery",22,4,0,2,2,1,0.5,12,6,0.5,3,1,0.333,15-Nov-15,21500149,BOS @ OKC,26,0,2,19,14,202340,2,22015,1,0,1,W,25
"Bradley, Avery",23,1,0,3,2,0,0,6,1,0.167,0,0,0,10-Nov-15,21500110,BOS @ MIL,18,0,1,2,2,202340,3,22015,0,0,1,W,7
"Bradley, Avery",24,2,0,0,5,2,0.4,6,2,0.333,0,0,0,6-Nov-15,21500076,BOS vs. WAS,26,0,1,6,6,202340,0,22015,2,2,1,W,13
"Bradley, Avery",25,3,0,3,8,3,0.375,16,8,0.5,2,2,1,4-Nov-15,21500060,BOS @ IND,35,2,3,-8,21,202340,5,22015,1,2,1,L,34
"Bradley, Avery",26,3,0,2,4,1,0.25,18,7,0.389,4,3,0.75,1-Nov-15,21500040,BOS vs. SAS,30,2,2,3,18,202340,4,22015,0,1,1,L,27
"Bradley, Avery",27,3,1,5,7,3,0.429,11,4,0.364,2,2,1,30-Oct-15,21500024,BOS vs. TOR,30,0,3,-11,13,202340,5,22015,1,2,1,L,28
"Bradley, Avery",28,2,0,1,1,0,0,6,2,0.333,0,0,0,28-Oct-15,21500005,BOS vs. PHI,33,0,2,0,4,202340,1,22015,2,2,1,W,4
"Thomas, Isaiah",0,6,0,6,5,1,0.2,18,6,0.333,10,8,0.8,27-Dec-15,21500454,BOS vs. NYK,33,2,1,9,21,202738,8,22015,0,3,1,W,39
"Thomas, Isaiah",1,9,0,1,4,0,0,14,4,0.286,10,9,0.9,26-Dec-15,21500446,BOS @ DET,33,0,3,9,17,202738,1,22015,0,4,1,W,29
"Thomas, Isaiah",2,7,0,3,6,3,0.5,10,3,0.3,10,9,0.9,23-Dec-15,21500423,BOS @ CHA,34,1,3,15,18,202738,4,22015,1,5,1,W,34
"Thomas, Isaiah",3,12,0,7,2,0,0,9,3,0.333,2,2,1,21-Dec-15,21500411,BOS vs. MIN,35,0,1,4,8,202738,7,22015,4,1,1,W,42
"Thomas, Isaiah",4,6,0,1,5,3,0.6,12,6,0.5,15,14,0.933,18-Dec-15,21500389,BOS vs. ATL,33,0,4,-4,29,202738,1,22015,2,5,1,L,42
"Thomas, Isaiah",5,7,0,1,5,3,0.6,20,12,0.6,11,11,1,16-Dec-15,21500374,BOS @ DET,38,2,5,13,38,202738,3,22015,0,4,1,L,51
"Thomas, Isaiah",6,4,0,1,2,0,0,15,3,0.2,6,6,1,15-Dec-15,21500367,BOS vs. CLE,27,2,0,-10,12,202738,3,22015,0,1,1,L,21
"Thomas, Isaiah",7,13,0,4,5,2,0.4,16,8,0.5,3,3,1,12-Dec-15,21500345,BOS @ CHA,39,1,2,16,21,202738,5,22015,0,2,1,W,48
"Thomas, Isaiah",8,10,0,4,8,2,0.25,22,7,0.318,2,2,1,11-Dec-15,21500336,BOS vs. GSW,46,2,3,-9,18,202738,6,22015,0,6,1,L,40
"Thomas, Isaiah",9,5,0,5,5,2,0.4,15,5,0.333,8,8,1,9-Dec-15,21500319,BOS vs. CHI,31,0,0,-7,20,202738,5,22015,0,2,1,W,33
"Thomas, Isaiah",10,5,0,2,4,4,1,13,9,0.692,0,0,0,7-Dec-15,21500312,BOS @ NOP,30,0,2,19,22,202738,2,22015,1,1,1,W,35
"Thomas, Isaiah",11,8,0,4,6,1,0.167,17,7,0.412,9,8,0.889,5-Dec-15,21500296,BOS @ SAS,36,0,1,9,23,202738,4,22015,2,2,1,L,43
"Thomas, Isaiah",12,9,0,6,6,3,0.5,14,8,0.571,2,2,1,3-Dec-15,21500282,BOS @ SAC,34,0,2,26,21,202738,6,22015,4,1,1,W,51
"Thomas, Isaiah",13,9,0,1,5,1,0.2,17,5,0.294,6,5,0.833,30-Nov-15,21500255,BOS @ MIA,32,0,1,-9,16,202738,1,22015,1,0,1,W,33
"Thomas, Isaiah",14,7,0,1,6,1,0.167,18,7,0.389,5,5,1,29-Nov-15,21500249,BOS @ ORL,32,0,2,-8,20,202738,1,22015,2,3,1,L,34
"Thomas, Isaiah",15,3,0,3,10,3,0.3,21,9,0.429,0,0,0,27-Nov-15,21500229,BOS vs. WAS,31,1,1,17,21,202738,4,22015,2,2,1,W,35
"Thomas, Isaiah",16,6,0,4,7,4,0.571,21,11,0.524,4,4,1,25-Nov-15,21500217,BOS vs. PHI,38,0,1,17,30,202738,4,22015,1,3,1,W,46
"Thomas, Isaiah",17,2,0,0,5,2,0.4,11,3,0.273,6,6,1,24-Nov-15,21500210,BOS @ ATL,27,0,4,-17,14,202738,0,22015,3,5,1,L,21
"Thomas, Isaiah",18,6,0,2,8,2,0.25,19,8,0.421,11,9,0.818,22-Nov-15,21500197,BOS @ BKN,31,0,5,-6,27,202738,2,22015,1,3,1,L,40
"Thomas, Isaiah",19,9,0,1,9,4,0.444,15,7,0.467,1,0,0,20-Nov-15,21500179,BOS vs. BKN,28,0,0,28,18,202738,1,22015,1,3,1,W,35
